iter	Logloss
215	0.5263488524
216	0.5263169057
217	0.5262847414
218	0.52625335
219	0.5262091085
220	0.5261584061
221	0.5261252509
222	0.5260990605
223	0.5260511573
224	0.5259834605
225	0.5259684929
226	0.5259090431
227	0.5258917516
228	0.5258559972
229	0.5258214691
230	0.5258031059
231	0.5257711376
232	0.525715488
233	0.5256936057
234	0.5256366177
235	0.5256228894
236	0.5255760525
237	0.5255494914
238	0.5255118356
239	0.5254900265
240	0.5254581078
241	0.5254147801
242	0.5253492706
243	0.5252963874
244	0.5252510416
245	0.5251922327
246	0.5251468961
247	0.5250952545
248	0.5250437889
249	0.525015845
250	0.5249743213
251	0.5249329952
252	0.5249015679
253	0.5248993534
254	0.5248731168
255	0.5248023312
256	0.5247881994
257	0.5247831501
258	0.5247536347
259	0.5247223381
260	0.524695418
261	0.5246620345
262	0.5246426445
263	0.5246202228
264	0.5245817456
265	0.5245407123
266	0.5245119706
267	0.5244907003
268	0.5244267161
269	0.5244055686
270	0.5243665248
271	0.5243147285
272	0.5242791904
273	0.5242576535
274	0.5242224476
275	0.5242076829
276	0.524164585
277	0.5241360586
278	0.5240870466
279	0.5240384054
280	0.5239968248
281	0.523962578
282	0.5239493201
283	0.5238784236
284	0.5238563078
285	0.5238060321
286	0.5237650298
287	0.5237277481
288	0.523682067
289	0.5236364071
290	0.5236168202
291	0.523599268
292	0.5235437095
293	0.5235040052
294	0.5234673193
295	0.5234491703
296	0.5234076795
297	0.5233822192
298	0.5233701638
299	0.5233287072
300	0.5233036018
301	0.5232690484
302	0.5232429178
303	0.5232007165
304	0.5231537978
305	0.5231131388
306	0.5230766351
307	0.5230454559
308	0.5230021821
309	0.5229888955
310	0.5229365554
311	0.5229027664
312	0.5228705269
313	0.5228406487
314	0.5227637278
315	0.5227178731
316	0.5226845794
317	0.5226671394
318	0.5226095515
319	0.5225717281
320	0.5225591892
321	0.5225303221
322	0.5224833269
323	0.5224356231
324	0.5224081986
325	0.5223597175
326	0.522316481
327	0.5222940773
328	0.5222697177
329	0.5222463227
330	0.5222118648
331	0.5221967983
332	0.5221645437
333	0.5221563177
334	0.5221353141
335	0.5220951377
336	0.5220698811
337	0.522035712
338	0.5219999064
339	0.5219791601
340	0.5219549905
341	0.5219205514
342	0.5218849214
343	0.5218604165
344	0.5218393666
345	0.5218195438
346	0.5217997109
347	0.5217686719
348	0.5217541263
349	0.5217327768
350	0.5216963188
351	0.5216789506
352	0.521630781
353	0.5216165489
354	0.5215800267
355	0.5215431837
356	0.5215051888
357	0.5214732711
358	0.5214396719
359	0.5213950227
360	0.5213801607
361	0.5213514298
362	0.5213184569
363	0.5212867254
364	0.5212529858
365	0.5212251884
366	0.5211937145
367	0.5211594753
368	0.5211289334
369	0.5211020617
370	0.5210666303
371	0.5210327938
372	0.5209806189
373	0.5209421065
374	0.5209189175
375	0.5208774931
376	0.5208450411
377	0.5208256432
378	0.5208143753
379	0.520772274
380	0.5207213877
381	0.5207187421
382	0.52068478
383	0.5206504194
384	0.5205985722
385	0.5205887885
386	0.5205500327
387	0.5205250809
388	0.5205070206
389	0.5204612866
390	0.5204533116
391	0.520423937
392	0.5203997143
393	0.520362419
394	0.5203285189
395	0.5203125934
396	0.5202867143
397	0.5202666557
398	0.5202346983
399	0.5202235101
400	0.5201893135
401	0.5201718185
402	0.5201246115
403	0.5201007243
404	0.5200737258
405	0.5200497409
406	0.520022978
407	0.520000754
408	0.5199645863
409	0.5199369836
410	0.5199004177
411	0.5198593949
412	0.5198358252
413	0.5198014026
414	0.5197696943
415	0.5197451583
416	0.5197106736
417	0.519696926
418	0.5196586642
419	0.5196208464
420	0.5195939772
421	0.5195477965
422	0.5195288757
423	0.5195073334
424	0.5194751347
425	0.5194477879
426	0.5194100012
427	0.5193834587
428	0.5193619655
429	0.5193464737
430	0.5193154525
431	0.519289932
432	0.5192830925
433	0.5192563425
434	0.5192242074
435	0.5192102711
436	0.5191782062
437	0.5191382759
438	0.5190739471
439	0.5190578874
440	0.519034138
441	0.5190054669
442	0.5189550902
443	0.5189272149
444	0.5188968516
445	0.5188565471
446	0.518830364
447	0.5188227359
448	0.5188061238
449	0.5187770463
450	0.518746312
451	0.5187261404
452	0.5186883193
453	0.5186730823
454	0.5186510258
455	0.5186151226
456	0.5185876332
457	0.5185644483
458	0.5185449853
459	0.5185180988
460	0.5184787819
461	0.5184683891
462	0.518449213
463	0.5184198089
464	0.5183846509
465	0.5183476566
466	0.5183191726
467	0.5182999904
468	0.5182784593
469	0.5182460089
470	0.5182255674
471	0.5181848586
472	0.5181739706
473	0.518162304
474	0.5181299616
475	0.518100237
476	0.5180459794
477	0.5180163128
478	0.5179974823
479	0.5179786334
480	0.5179523999
481	0.5179238284
482	0.5179063944
483	0.5178952816
484	0.5178754138
485	0.5178337478
486	0.5177991911
487	0.5177793258
488	0.5177552908
489	0.5177572297
490	0.5177139804
491	0.517694191
492	0.5176778919
493	0.5176386969
494	0.5176021375
495	0.5175846133
496	0.5175576326
497	0.5175311633
498	0.5175089637
499	0.5174724683
500	0.517458197
501	0.5174441787
502	0.5174301629
503	0.5173992491
504	0.5173747812
505	0.5173654708
506	0.5173377503
507	0.5173230216
508	0.5172868872
509	0.517266848
510	0.5172292696
511	0.5172028624
512	0.5171853841
513	0.5171398145
514	0.517118172
515	0.517102307
516	0.5170864322
517	0.5170715704
518	0.517056913
519	0.5170294608
520	0.5170048906
521	0.5169922042
522	0.5169514903
523	0.5169243349
524	0.5168793166
525	0.5168495358
526	0.5168195389
527	0.5167888848
528	0.5167615837
529	0.5167389064
530	0.5167030484
531	0.516677609
532	0.5166657582
533	0.5166430575
534	0.5166060971
535	0.5165623968
536	0.5165527721
537	0.5165130393
538	0.5164858683
539	0.5164456958
540	0.516421296
541	0.5163976917
542	0.5163885565
543	0.5163749455
544	0.5163659215
545	0.5163066541
546	0.5162908678
547	0.5162586018
548	0.516216961
549	0.5161961203
550	0.5161557468
551	0.5161376767
552	0.5161203255
553	0.5160950564
554	0.5160650529
555	0.5160337075
556	0.5160122164
557	0.5159873454
558	0.5159517964
559	0.5159222104
560	0.515897768
561	0.5158966865
562	0.5158685849
563	0.5158290687
564	0.5157969202
565	0.5157790511
566	0.5157571757
567	0.5157333481
568	0.5157195587
569	0.5157036437
570	0.5156918833
571	0.515659038
572	0.515630202
573	0.5156017803
574	0.5155812806
575	0.5155697145
576	0.515521463
577	0.5154957583
578	0.5154669801
579	0.5154358198
580	0.5153723178
581	0.5153274619
582	0.5152954174
583	0.5152845756
584	0.5152690935
585	0.5152418445
586	0.515193551
587	0.5151727779
588	0.5151567141
589	0.5151333539
590	0.5151059243
591	0.5150909544
592	0.5150675055
593	0.5150637495
594	0.5150239619
595	0.5149922979
596	0.5149738354
597	0.5149511091
598	0.5149152922
599	0.5148942311
600	0.5148629177
601	0.5148173338
602	0.5147890347
603	0.5147699331
604	0.5147483655
605	0.5147290208
606	0.5147133485
607	0.5146724916
608	0.5146592886
609	0.5146480634
610	0.5146200532
611	0.5145754493
612	0.5145525771
613	0.5145334728
614	0.5144975288
615	0.5144781295
616	0.5144648643
617	0.5144369812
618	0.5144181362
619	0.5144077089
620	0.5143854438
621	0.5143614056
622	0.5143348666
623	0.5143358314
624	0.5143143962
625	0.5143033723
626	0.5142784159
627	0.514239604
628	0.5142029391
629	0.5141821594
630	0.5141604399
631	0.5141362859
632	0.5141215355
633	0.5141115792
634	0.5141067234
635	0.5140930811
636	0.5140833101
637	0.5140688064
638	0.5140538651
639	0.5140392134
640	0.5140250322
641	0.5139874353
642	0.5139607022
643	0.5139446922
644	0.513914089
645	0.5138890645
646	0.5138713732
647	0.5138569941
648	0.5138251756
649	0.5138084079
650	0.5137815014
651	0.5137700945
652	0.5137484597
653	0.513721721
654	0.5137089952
655	0.5136968303
656	0.5136669848
657	0.5136535999
658	0.5136311979
659	0.5136246912
660	0.5136003554
661	0.5135916339
662	0.5135634502
663	0.5135496167
664	0.5135039791
665	0.5134918654
666	0.513454703
667	0.5134387887
668	0.5134171446
669	0.5133937974
670	0.5133798143
671	0.5133712421
672	0.5133608152
673	0.5133508212
674	0.5133138258
675	0.5133068146
676	0.5132934572
677	0.5132711759
678	0.5132552801
679	0.5132344843
680	0.5132213107
681	0.5131978979
682	0.5131812502
683	0.5131536708
684	0.5131270232
685	0.5131149378
686	0.5130933287
687	0.5130499665
688	0.5130136577
689	0.5129902384
690	0.5129726876
691	0.5129565364
692	0.5129410133
693	0.5129286377
694	0.5128891796
695	0.5128793982
696	0.5128799589
697	0.5128736061
698	0.5128669217
699	0.5128474487
700	0.5128205394
701	0.5128010675
702	0.5127942156
703	0.5127655446
704	0.5127550464
705	0.5127522684
706	0.512716591
707	0.5126711801
708	0.5126663125
709	0.5126374406
710	0.512637481
711	0.5126077201
712	0.5125821406
713	0.5125796942
714	0.5125596438
715	0.5125488831
716	0.5125244986
717	0.5125265573
718	0.5125156818
719	0.5124768306
720	0.5124636627
721	0.5124365903
722	0.5124186276
723	0.5123987297
724	0.5123839025
725	0.512362029
726	0.5123482508
727	0.5123268704
728	0.5122869013
729	0.5122771245
730	0.5122672471
731	0.5122441814
732	0.5122316939
733	0.5122241551
734	0.5122052596
735	0.5121928548
736	0.5121640307
737	0.5121515307
738	0.5121271246
739	0.5120865761
740	0.5120660931
741	0.5120366943
742	0.5120045726
743	0.5119867919
744	0.5119715447
745	0.5119732768
746	0.5119581792
747	0.5119424802
748	0.5119064201
749	0.5119015696
750	0.5119009736
751	0.5118583443
752	0.5118448354
753	0.5118077407
754	0.5117894772
755	0.5117399315
756	0.5117059449
757	0.5116797753
758	0.5116572414
759	0.5116296381
760	0.5116213465
761	0.5116084454
762	0.5115929669
763	0.5115704271
764	0.5115537789
765	0.5115377592
766	0.5115137411
767	0.5115043123
768	0.5114951599
769	0.5114685794
770	0.5114683776
771	0.5114591594
772	0.5114308825
773	0.5113981858
774	0.5113826435
775	0.5113726789
776	0.5113616115
777	0.5113429744
778	0.5113006405
779	0.5112801225
780	0.5112531389
781	0.5112225868
782	0.5112113199
783	0.5111909821
784	0.5111748427
785	0.5111499185
786	0.5111118104
787	0.5110816229
788	0.5110652289
789	0.5110598378
790	0.5110091311
791	0.5109667099
792	0.510947358
793	0.510940658
794	0.5109262841
795	0.5109084787
796	0.5108776284
797	0.5108660013
798	0.510837671
799	0.5108169787
800	0.5108056949
801	0.5107830044
802	0.5107661482
803	0.510760563
804	0.5107470412
805	0.5107392914
806	0.5107111277
807	0.5106913892
808	0.5106653467
809	0.5106547257
810	0.5106387963
811	0.5106171581
812	0.5105832011
813	0.510562674
814	0.5105551408
815	0.5105348296
816	0.5105229666
817	0.5105113335
818	0.5104913104
819	0.5104757567
820	0.5104534784
821	0.5104355902
822	0.5104150103
823	0.510407595
824	0.5103700732
825	0.5103637946
826	0.5103342504
827	0.5103221346
828	0.5103174111
829	0.5103097731
830	0.5102888489
831	0.5102817184
832	0.5102622426
833	0.5102577103
834	0.5102396296
835	0.5102297661
836	0.5102149195
837	0.5101932657
838	0.5101822672
839	0.5101752199
840	0.5101513346
841	0.5101409463
842	0.5101210806
843	0.5100893403
844	0.5100731796
845	0.5100366921
846	0.5100117824
847	0.5100078619
848	0.5099831377
849	0.5099627942
850	0.5099501526
851	0.5099465557
852	0.5099177074
853	0.5099062611
854	0.5098876849
855	0.5098813508
856	0.5098851387
857	0.5098655803
858	0.5098584433
859	0.509837459
860	0.5098249451
861	0.5098133818
862	0.509788717
863	0.5097721218
864	0.5097657431
865	0.509743219
866	0.5097148153
867	0.5096743735
868	0.5096653286
869	0.5096500074
870	0.5096263984
871	0.5096173536
872	0.509588161
873	0.5095756417
874	0.5095405835
875	0.5095126903
876	0.5094873221
877	0.5094739811
878	0.5094598036
879	0.5094547888
880	0.5094479391
881	0.5094126488
882	0.5093897474
883	0.5093696355
884	0.5093658096
885	0.5093310115
886	0.5093030953
887	0.5092985091
888	0.5092838736
889	0.5092663606
890	0.5092523896
891	0.5092278993
892	0.5092186675
893	0.5091978799
894	0.509184653
895	0.5091620198
896	0.5091614809
897	0.5091382508
898	0.5091251699
899	0.5091123882
900	0.5090983237
901	0.5090812119
902	0.5090592235
903	0.5090511998
904	0.5090268554
905	0.5090095257
906	0.5090019074
907	0.5089817149
908	0.5089654273
909	0.5089439738
910	0.5089197095
911	0.5088987172
912	0.5088865025
913	0.5088693517
914	0.5088561642
915	0.5088324753
916	0.5088104242
917	0.5087919212
918	0.5087775958
919	0.5087560722
920	0.5087145329
921	0.508692511
922	0.5086821319
923	0.5086688457
924	0.5086436547
925	0.5086274594
926	0.5086145944
927	0.508594713
928	0.5085812698
929	0.5085612719
930	0.5085379013
931	0.5085095344
932	0.5084932406
933	0.5084781933
934	0.5084680173
935	0.5084527743
936	0.5084397346
937	0.5084065537
938	0.5083995468
939	0.5083833684
940	0.5083389944
941	0.5083374346
942	0.5083132302
943	0.508303556
944	0.5082732228
945	0.5082610236
946	0.5082428342
947	0.5082082022
948	0.5081970549
949	0.5081898556
950	0.5081759146
951	0.5081564984
952	0.5081391813
953	0.5081372032
954	0.508114391
955	0.5081080833
956	0.508099037
957	0.5080847077
958	0.5080634648
959	0.5080568348
960	0.5080213774
961	0.5079931315
962	0.5079917537
963	0.5079903842
964	0.5079739924
965	0.5079593021
966	0.507950433
967	0.507927052
968	0.5079150201
969	0.5079082899
970	0.5078873715
971	0.5078704574
972	0.5078590902
973	0.5078632705
974	0.5078332186
975	0.5078162119
976	0.5078070295
977	0.5077966749
978	0.5077733496
979	0.507747879
980	0.5077313987
981	0.5077069065
982	0.5076837606
983	0.5076668672
984	0.5076420845
985	0.5076308795
986	0.5076156862
987	0.5076091725
988	0.5075922969
989	0.5075647582
990	0.5075498414
991	0.5075244046
992	0.5075160492
993	0.5074909576
994	0.5074796868
995	0.5074581839
996	0.5074517593
997	0.5074198466
998	0.5074063078
999	0.5073987042
